id	text	title
304	pw-cat simple tool playing back capturing raw encoded media files PipeWire server . understands audio file formats supported libsndfile PCM capture playback . capturing PCM , filename extension used guess file format WAV file format default . understands standard MIDI files playback recording . tool render MIDI files , simply make MIDI events available graph . need MIDI renderer qsynth	pw-record
305	traceroute tracks route packets taken IP network way given host . utilizes IP protocol 's time live ( TTL ) field attempts elicit ICMP TIME_EXCEEDED response gateway along path host . traceroute6 equivalent traceroute -6 required parameter name IP address destination host . optional packet_len ` gth total size probing packet ( default 60 bytes IPv4 80 IPv6 ) .	tcptraceroute
306	snake4 program fourth implementation snake game , written Unix X11 . Previous versions written MS-DOS . Move snake around screen eat food . snake grows length eat . Avoid hitting fence , eating lethal mushrooms rotten food , biting tail . slim-pill bounce around . eat , get shorter , gain bonus points every length loose . bonus also given	snake4scores
307	getent command displays entries databases supported Name Service Switch libraries , configured /etc/nsswitch.conf . one key arguments provided , entries match supplied keys displayed . Otherwise , key provided , entries displayed ( unless database support enumeration ) . database may supported GNU C Library , listed : ahosts key provided , use sethostent ( 3 ) , gethostent (	getent
308	sinfo used view partition node information system running Slurm .	sinfo
309	semanage used configure certain elements SELinux policy without requiring modification recompilation policy sources . includes mapping Linux usernames SELinux user identities ( controls initial security context assigned Linux users login bounds authorized role set ) well security context mappings various kinds objects , network ports , interfaces , infiniband pkeys endports , nodes ( hosts ) well file context mapping	semanage
310	Tomb application manage creation access encrypted storage files : operated commandline integrate user 's graphical desktop . Tomb generates encrypted storage files opened closed using associated keys , also protected password chosen user . create , open close tombs user need super user rights execute tomb commandline utility . tomb like locked folder safely transported hidden filesystem ; encourages users	tomb
311	debugfs program interactive file system debugger . used examine change state ext2 , ext3 , ext4 file system . device block device ( e.g. , /dev/sdXX ) file containing file system .	debugfs
312	mcookie generates 128-bit random hexadecimal number use X authority system . Typical usage : xauth add :0 . mcookie `` random '' number generated actually MD5 message digest random information coming one sources getrandom ( 2 ) system call , /dev/urandom , /dev/random , libc pseudo-random functions , preference order . See also option -- file .	mcookie
313	debman extracts Debian package temporary directory displays manual pages . -f option used , use local .deb file ; -p option used , download named package using debget . version number appended `` = '' package name , package version used ( known APT ) .	debman
314	mkswap sets Linux swap area device file . device argument usually disk partition ( something like /dev/sdb7 ) also file . Linux kernel look partition IDs , many installation scripts assume partitions hex type 82 ( LINUX_SWAP ) meant swap partitions . ( Warning : Solaris also uses type . careful kill Solaris partitions . ) size parameter superfluous retained	mkswap
315	manual page document describes atool commands . commands used managing file archives various types , tar Zip archives . command executed individually giving appropriate options atool ( see OPTIONS ) . aunpack extracts files archive . Often one wants extract files archive single subdirectory . However , archives contain multiple files root directories . aunpack program overcomes problem first extracting	atool
316	create job submit executable script batch server . batch server default server unless -q option specified . See discussion PBS_DEFAULT Environment Variables . Typically , script shell script executed command shell sh csh . Options qsub command allow specification attributes affect behavior job . qsub command pass certain environment variables Variable_List attribute job . variables available job . value following	qsub
317	hcitool used configure Bluetooth connections send special command Bluetooth devices . command given , option -h used , hcitool prints usage information exits .	hcitool
